2018-09-15 11:50:55,926 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 11:50:55,936 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 11:50:55,939 [1] INFO  CsvProcessor.Program Median is: 0.46
2018-09-15 11:50:55,976 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 11:50:55 AM
[Footer]\r\n[Header]\r\n2018-09-15 11:55:18,459 [1] INFO  CsvProcessor.Program Started: 15/09/2018 11:55:18 AM
2018-09-15 11:55:21,786 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 11:55:21,811 [1] INFO  CsvProcessor.Program Started Processing: ./LP_210095893_20150901T011608049.csv
2018-09-15 11:55:21,826 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_210095893_20150901T011608049.csv
2018-09-15 11:55:21,827 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 11:55:21,844 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 11:55:21,856 [1] INFO  CsvProcessor.Program Median is: 1.25
2018-09-15 11:55:21,865 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 11:55:21 AM
2018-09-15 11:55:21,865 [1] INFO  CsvProcessor.Program Started Processing: ./LP_214612534_20150907T084333712.csv
2018-09-15 11:55:21,869 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_214612534_20150907T084333712.csv
2018-09-15 11:55:21,869 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 11:55:21,872 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 11:55:21,873 [1] INFO  CsvProcessor.Program Median is: 0
2018-09-15 11:55:21,877 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 11:55:21 AM
2018-09-15 11:55:21,877 [1] INFO  CsvProcessor.Program Started Processing: ./LP_214612653_20150907T220027915.csv
2018-09-15 11:55:21,891 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_214612653_20150907T220027915.csv
2018-09-15 11:55:21,891 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 11:55:21,901 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 11:55:21,904 [1] INFO  CsvProcessor.Program Median is: 0.46
2018-09-15 11:55:21,937 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 11:55:21 AM
[Footer]\r\n[Header]\r\n2018-09-15 12:01:16,214 [1] INFO  CsvProcessor.Program Started: 15/09/2018 12:01:16 PM
2018-09-15 12:01:19,164 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 12:01:19,188 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:01:19,188 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 12:01:19,200 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:01:19,201 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:01:19,216 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:01:19,227 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:01:19,230 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:01:19 PM
2018-09-15 12:01:19,230 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:01:19,230 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 12:01:19,230 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:01:19,230 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:01:19,231 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:01:19,231 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:01:19,231 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:01:19 PM
2018-09-15 12:01:19,231 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:01:19,231 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 12:01:19,232 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:01:19,232 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:01:19,232 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:01:19,232 [1] INFO  CsvProcessor.Program Median is: 378331.6
2018-09-15 12:01:19,233 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:01:19 PM
[Footer]\r\n[Header]\r\n2018-09-15 12:01:29,226 [1] INFO  CsvProcessor.Program Started: 15/09/2018 12:01:29 PM
2018-09-15 12:01:32,150 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 12:01:32,176 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:01:32,176 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 12:01:32,189 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:01:32,189 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:01:32,204 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:01:32,215 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:01:32,217 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:01:32 PM
2018-09-15 12:01:32,217 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:01:32,217 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 12:01:32,217 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:01:32,217 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:01:32,218 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:01:32,218 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:01:32,218 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:01:32 PM
2018-09-15 12:01:32,218 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:01:32,219 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 12:01:32,219 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:01:32,219 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:01:32,219 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:01:32,219 [1] INFO  CsvProcessor.Program Median is: 378331.6
2018-09-15 12:01:32,220 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:01:32 PM
[Footer]\r\n[Header]\r\n2018-09-15 12:03:55,677 [1] INFO  CsvProcessor.Program Started: 15/09/2018 12:03:55 PM
2018-09-15 12:04:13,967 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 12:04:13,993 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:04:14,020 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:04:14,020 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:04:14,039 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:04:14,048 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:04:14,050 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:04:14 PM
2018-09-15 12:04:14,051 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:04:14,051 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:04:14,051 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:04:14,052 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:04:14,053 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:04:14,053 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:04:14 PM
2018-09-15 12:04:14,053 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:04:14,053 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:04:14,053 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:04:14,054 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:04:14,054 [1] INFO  CsvProcessor.Program Median is: 378331.6
2018-09-15 12:04:14,055 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:04:14 PM
[Footer]\r\n[Header]\r\n2018-09-15 12:07:40,578 [1] INFO  CsvProcessor.Program Started: 15/09/2018 12:07:40 PM
2018-09-15 12:08:19,196 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 12:08:26,859 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:08:26,884 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:08:26,885 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:08:26,902 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:08:26,911 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:08:26,914 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:08:26 PM
2018-09-15 12:08:30,912 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:08:30,912 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:08:30,912 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:08:30,913 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:08:30,913 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:08:30,914 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:08:30 PM
2018-09-15 12:08:53,939 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:10:05,909 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:10:22,707 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:10:42,701 [1] INFO  CsvProcessor.Program Completed creating datatable...
[Footer]\r\n[Header]\r\n2018-09-15 12:13:06,070 [1] INFO  CsvProcessor.Program Started: 15/09/2018 12:13:06 PM
2018-09-15 12:39:44,737 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 12:39:54,401 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:39:54,424 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 12:39:54,424 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:39:54,447 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:39:57,168 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 12:39:57,172 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:39:57 PM
2018-09-15 12:39:58,789 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:39:58,789 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 12:39:58,789 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:39:58,790 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:40:05,216 [1] INFO  CsvProcessor.Program Median is: 393989.15
2018-09-15 12:40:05,217 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:40:05 PM
2018-09-15 12:40:06,355 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:40:06,356 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 12:40:06,356 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 12:40:06,356 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 12:40:10,573 [1] INFO  CsvProcessor.Program Median is: 0.148
2018-09-15 12:40:21,177 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 12:40:21 PM
[Footer]\r\n[Header]\r\n2018-09-15 17:36:09,767 [1] INFO  CsvProcessor.Program Started: 15/09/2018 5:36:09 PM
2018-09-15 17:36:34,325 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:36:35,738 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:36:35,739 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 17:36:35,750 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:36:35,750 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:36:35,764 [1] INFO  CsvProcessor.Program Completed creating datatable...
[Footer]\r\n[Header]\r\n2018-09-15 17:37:55,013 [1] INFO  CsvProcessor.Program Started: 15/09/2018 5:37:54 PM
2018-09-15 17:38:08,331 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:43:27,162 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:43:27,163 [1] ERROR CsvProcessor.Program Expected number of columns don't match. Please verify.
2018-09-15 17:43:27,174 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:43:27,174 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:43:27,187 [1] INFO  CsvProcessor.Program Completed creating datatable...
[Footer]\r\n[Header]\r\n2018-09-15 17:46:04,376 [1] INFO  CsvProcessor.Program Started: 15/09/2018 5:46:04 PM
2018-09-15 17:46:10,342 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:46:19,582 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:46:19,607 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:46:20,444 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:46:20,472 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:46:23,332 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 17:46:29,221 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 17:46:29,222 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 17:46:29,222 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:46:29,223 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:46:30,848 [1] INFO  CsvProcessor.Program Median is: 393989.15
2018-09-15 17:46:30,849 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 17:46:30,850 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 17:46:30,850 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:46:30,850 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:46:31,750 [1] INFO  CsvProcessor.Program Median is: 0.148
2018-09-15 17:46:31,751 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 5:46:31 PM
[Footer]\r\n[Header]\r\n2018-09-15 17:46:45,601 [1] INFO  CsvProcessor.Program Started: 15/09/2018 5:46:45 PM
2018-09-15 17:46:52,907 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:46:56,425 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:46:56,446 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 17:46:56,447 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:46:56,463 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:46:56,471 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 17:46:56,473 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 17:46:56,473 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 17:46:56,474 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:46:56,474 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:46:56,474 [1] INFO  CsvProcessor.Program Median is: 393989.15
2018-09-15 17:46:56,475 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 17:46:56,475 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 17:46:56,475 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:46:56,475 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:46:56,476 [1] INFO  CsvProcessor.Program Median is: 0.148
2018-09-15 17:46:56,477 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 5:46:56 PM
[Footer]\r\n[Header]\r\n2018-09-15 17:54:44,648 [1] INFO  CsvProcessor.Program Started: 15/09/2018 5:54:44 PM
2018-09-15 17:54:44,658 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:54:44,677 [1] INFO  CsvProcessor.Program Started Processing: ./LP_210095893_20150901T011608049.csv
2018-09-15 17:54:44,693 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_210095893_20150901T011608049.csv
2018-09-15 17:54:44,694 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:54:44,708 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:54:44,718 [1] INFO  CsvProcessor.Program Median is: 1.25
2018-09-15 17:54:44,727 [1] INFO  CsvProcessor.Program Started Processing: ./LP_214612534_20150907T084333712.csv
2018-09-15 17:54:44,733 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_214612534_20150907T084333712.csv
2018-09-15 17:54:44,733 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:54:44,736 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:54:44,736 [1] INFO  CsvProcessor.Program Median is: 0
2018-09-15 17:54:44,739 [1] INFO  CsvProcessor.Program Started Processing: ./LP_214612653_20150907T220027915.csv
2018-09-15 17:54:44,757 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_214612653_20150907T220027915.csv
2018-09-15 17:54:44,757 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:54:44,767 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:54:44,770 [1] INFO  CsvProcessor.Program Median is: 0.84236
2018-09-15 17:54:44,801 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 5:54:44 PM
2018-09-15 17:54:50,108 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:54:50,108 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 5:54:50 PM
[Footer]\r\n[Header]\r\n2018-09-15 17:59:11,057 [1] INFO  CsvProcessor.Program Started: 15/09/2018 5:59:11 PM
2018-09-15 17:59:11,072 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 17:59:11,098 [1] INFO  CsvProcessor.Program Started Processing: ./LP_210095893_20150901T011608049.csv
2018-09-15 17:59:11,114 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_210095893_20150901T011608049.csv
2018-09-15 17:59:11,114 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:59:11,129 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:59:11,138 [1] INFO  CsvProcessor.Program Median is: 1.25
2018-09-15 17:59:11,147 [1] INFO  CsvProcessor.Program Started Processing: ./LP_214612534_20150907T084333712.csv
2018-09-15 17:59:11,151 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_214612534_20150907T084333712.csv
2018-09-15 17:59:11,151 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:59:11,154 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:59:11,155 [1] INFO  CsvProcessor.Program Median is: 0
2018-09-15 17:59:11,158 [1] INFO  CsvProcessor.Program Started Processing: ./LP_214612653_20150907T220027915.csv
2018-09-15 17:59:11,172 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./LP_214612653_20150907T220027915.csv
2018-09-15 17:59:11,172 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 17:59:11,181 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 17:59:11,183 [1] INFO  CsvProcessor.Program Median is: 0.84236
2018-09-15 17:59:11,220 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 5:59:11 PM
2018-09-15 18:03:36,301 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 18:03:50,666 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 18:03:50,682 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 18:03:50,682 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 18:03:50,684 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 18:03:50,684 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 18:03:50,684 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 18:03:50,685 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 18:03:50,685 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 18:03:50,685 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 18:03:50,685 [1] INFO  CsvProcessor.Program Median is: 393989.15
2018-09-15 18:03:50,685 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 18:03:50,686 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 18:03:50,686 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 18:03:50,686 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 18:03:50,686 [1] INFO  CsvProcessor.Program Median is: 0.148
2018-09-15 18:03:50,686 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 6:03:50 PM
[Footer]\r\n[Header]\r\n2018-09-15 21:30:50,253 [1] INFO  CsvProcessor.Program Started: 15/09/2018 9:30:50 PM
2018-09-15 21:31:19,055 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 21:31:19,081 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 21:31:19,107 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 21:31:19,107 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:31:19,126 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:31:19,136 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 21:31:19,139 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 21:31:19,139 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 21:31:19,139 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:31:19,140 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:31:19,140 [1] INFO  CsvProcessor.Program Median is: 393989.15
2018-09-15 21:31:19,140 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 21:31:19,141 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 21:31:19,141 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:31:19,141 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:31:19,141 [1] INFO  CsvProcessor.Program Median is: 0.148
2018-09-15 21:31:19,142 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 9:31:19 PM
[Footer]\r\n[Header]\r\n2018-09-15 21:31:34,615 [1] INFO  CsvProcessor.Program Started: 15/09/2018 9:31:34 PM
2018-09-15 21:31:44,640 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 21:32:36,389 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 21:32:36,415 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 21:32:36,416 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:32:36,436 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:32:36,447 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 21:33:24,827 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 21:34:14,131 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 21:34:14,131 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:34:14,132 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:34:14,132 [1] INFO  CsvProcessor.Program Median is: 393989.15
[Footer]\r\n[Header]\r\n2018-09-15 21:52:10,662 [1] INFO  CsvProcessor.Program Started: 15/09/2018 9:52:10 PM
2018-09-15 21:52:17,115 [1] INFO  CsvProcessor.Program Files found: 3
2018-09-15 21:52:28,117 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621145_20150911T022358.csv
2018-09-15 21:52:34,926 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621145_20150911T022358.csv
2018-09-15 21:52:34,927 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:52:34,947 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:52:34,957 [1] INFO  CsvProcessor.Program Median is: 409646.7
2018-09-15 21:52:42,448 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_212621147_20150911T022240.csv
2018-09-15 21:52:59,975 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_212621147_20150911T022240.csv
2018-09-15 21:53:06,263 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:53:06,263 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:54:07,853 [1] INFO  CsvProcessor.Program Median is: 378331.6
2018-09-15 21:54:09,732 [1] INFO  CsvProcessor.Program Started Processing: ./TOU_214667141_20150901T040057.csv
2018-09-15 21:54:18,826 [1] INFO  CsvProcessor.Program Completed Processing Successfully: ./TOU_214667141_20150901T040057.csv
2018-09-15 21:54:18,826 [1] INFO  CsvProcessor.Program Creating datatable...
2018-09-15 21:54:18,827 [1] INFO  CsvProcessor.Program Completed creating datatable...
2018-09-15 21:54:18,827 [1] INFO  CsvProcessor.Program Median is: 0.146
2018-09-15 21:54:18,829 [1] INFO  CsvProcessor.Program Completed: 15/09/2018 9:54:18 PM
